Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8;Resultado
-8;-11;-3;-4;-2;-34;-16;-6;1
4;6;-14;-34;-7;-18;-9;-1;1
-1;12;5;-5;-1;32;13;-5;1
-10;-4;-2;-2;-2;-9;-11;-10;1
3;1;10;3;-4;-2;5;3;1
19;8;0;-1;-9;2;9;6;1
-12;-14;8;2;-8;-1;-5;-9;1
-1;-10;1;-3;-4;-1;-3;0;1
-12;-18;-7;-20;-4;-16;-9;-12;1
11;10;9;21;-2;12;9;7;1
-6;-6;4;-8;-16;-6;-10;-6;1
-6;-8;-5;-14;-21;-15;-12;-8;1
6;2;6;-9;-5;-9;-3;3;1
5;-10;3;-4;-6;-7;-1;11;1
0;2;3;-1;3;26;8;4;1
9;19;5;7;7;-20;-14;-1;1
-19;-16;15;6;17;10;-3;-9;1
-4;1;7;-3;-21;-28;-6;-4;1
-7;-2;2;2;-6;26;4;-5;1
8;1;-2;4;-8;8;10;11;1
-3;-1;1;3;12;-2;5;-3;1
-4;-2;0;0;-7;16;12;1;1
-1;-8;-8;-5;-8;7;3;4;1
16;6;-1;2;-14;-52;-15;0;1
-2;-4;-3;15;16;23;8;3;1
-1;0;-6;-8;5;28;14;4;1
6;-2;-5;-1;-2;-6;8;5;1
-3;3;4;18;28;28;2;1;1
2;2;3;-4;-2;15;9;1;1
-15;-10;-11;-8;0;12;-7;-11;1
4;-3;-14;4;3;-2;4;-1;1
-1;-6;-7;-14;10;-15;-11;-5;1
9;9;-4;-14;-24;8;-1;-2;1
3;-4;-3;3;6;-6;1;1;1
-2;0;5;13;-9;4;-2;2;1
11;11;19;35;29;69;29;12;1
1;-9;-9;-6;-16;-18;-3;5;1
-14;-28;-15;-22;-6;-6;-9;-12;1
-7;1;4;-2;-5;-8;5;-8;1
6;7;-8;8;14;22;8;8;1
4;10;5;-10;-10;-59;-19;-10;1
7;9;9;18;44;103;30;14;1
-2;-11;0;-18;-26;-26;-7;-4;1
-4;0;1;3;-15;-19;-7;-5;1
0;-5;4;-6;-14;-24;-4;-4;1
3;1;-6;1;14;6;3;4;1
1;11;7;3;2;21;8;0;1
-6;-3;-6;0;-6;-4;2;-7;1
-13;-14;1;-10;-19;-16;-14;-12;1
2;0;-4;0;5;3;-9;-7;1
-1;0;-7;-4;1;9;2;0;1
0;-1;-2;2;2;8;-1;2;1
0;0;-17;-1;-6;-22;-4;-6;1
6;5;0;8;-4;25;6;6;1
2;1;-5;-7;-21;-4;-3;2;1
0;1;-55;2;-4;-5;-1;2;1
1;1;6;5;13;9;1;1;1
3;0;24;0;-3;2;1;1;1
-6;1;4;-2;3;-4;0;-3;1
3;2;6;-2;19;3;1;3;1
-1;-3;-7;-5;-12;-5;-5;-2;0
-3;-3;0;-2;4;-1;1;-3;0
3;-1;4;0;2;0;0;0;0
0;5;0;-2;-2;-2;0;-2;0
127;127;63;-65;126;-3;-8;-6;0
2;0;-6;0;0;0;0;0;0
-2;0;-1;5;-2;-4;-3;-1;0
2;-2;3;1;8;0;1;1;0
1;0;0;-2;4;-1;-1;-2;0
-2;0;0;0;-4;-2;0;0;0
0;-2;2;-2;0;-1;1;0;0
2;-1;6;-1;-2;0;0;1;0
-1;-2;-1;1;0;0;-1;-1;0
-3;-1;3;-2;0;-1;0;-2;0
-2;0;-2;-1;-2;-1;0;-1;0
-1;-3;2;-3;-2;-4;-2;-1;0
-2;-2;7;-3;-3;-2;-2;-2;0
0;-1;6;0;-1;2;-1;0;0
0;-1;1;-1;-1;-1;-1;-2;0
-1;-3;0;-4;-3;-4;-3;-2;0
-2;0;5;-2;-1;-2;0;-3;0
1;0;2;0;-1;-2;0;-1;0
0;-1;0;0;-1;-1;1;2;0
-1;-1;-1;0;0;-1;-1;1;0
0;-1;-2;-1;0;-1;-1;0;0
0;0;2;-2;-1;-1;0;0;0
0;-1;-4;-1;0;0;1;0;0
-2;-2;3;0;-4;-1;0;-1;0
-1;-2;-1;-2;0;-1;-2;0;0
1;-1;-8;1;-1;0;-3;-2;0
0;1;-4;0;-1;2;0;-1;0
0;1;0;0;-1;0;-2;0;0
-1;0;-7;-1;0;-2;-1;0;0
0;-1;3;2;0;0;0;0;0
0;0;0;-1;0;-1;0;1;0
2;-1;2;-3;-1;-2;-1;-2;0
-3;0;1;-2;-1;0;0;-3;0
-2;-2;4;0;0;0;-1;-2;0
-2;-4;2;0;-1;-1;-1;-2;0
0;-2;8;0;-1;-1;-1;-1;0
-2;1;-3;-2;-3;-3;-1;-1;0
-2;1;-2;-1;-4;-2;0;-1;0
0;1;14;0;-1;0;-2;0;0
-1;0;-4;-1;0;0;0;0;0
-2;-2;-4;0;0;1;-2;1;0
-3;-2;0;0;0;-1;-2;-2;0
-1;-2;-6;-1;0;2;0;-2;0
0;-2;0;-1;1;-1;-1;0;0
0;-1;0;1;-3;1;-3;0;0
1;-1;-5;0;-1;-3;-2;0;0
0;-2;0;-1;1;-1;-1;-1;0
-1;1;0;-1;-3;-1;0;-1;0
-1;-3;0;0;-2;-2;1;-2;0
-1;0;1;2;1;0;0;0;0
0;-2;8;0;0;-1;0;-1;0
0;-1;1;-3;0;-2;0;0;0
1;-1;-4;0;1;1;0;0;0
-1;-2;3;0;-1;0;-3;-1;0
1;2;-3;2;1;0;1;1;0
0;-3;3;-3;-1;-64;0;1;0
-3;-1;-4;-2;-1;-1;-2;-4;0
-64;0;-1;-1;-2;-3;-3;-2;0
-1;-2;5;-2;1;-1;-1;1;0
-4;-3;-4;-4;-2;-2;-2;-1;0
0;0;-3;3;-1;0;0;3;0
1;0;-7;0;2;-4;-1;0;0
0;-2;-4;0;-1;0;-1;-2;0
0;-3;-3;-1;1;2;2;2;0
0;0;-4;-3;-1;0;-1;-2;0
0;0;-2;-2;-1;-1;2;-3;0
-3;0;0;0;0;-2;0;0;0
-2;-2;1;1;-1;-1;0;-1;0
-2;-2;1;-2;-3;-2;-1;-1;0
1;2;5;-1;1;2;1;2;0
-2;0;-2;-2;-2;0;-2;0;0
0;-1;1;1;-2;-2;-1;-2;0
1;-1;-2;0;-1;1;-1;-1;0
-2;0;-1;-6;-3;-6;-4;-3;0
-1;2;-2;-1;1;-1;-1;-2;0
-1;2;-3;-2;-1;-1;-3;-2;0
0;0;1;-1;-1;0;-1;-1;0
0;-1;3;-1;1;-2;0;2;0
0;-1;1;2;-2;-1;-1;-1;0
0;-2;-6;-1;0;-3;-1;-1;0
-1;0;-3;-1;-1;-1;1;0;0
-1;-3;-7;-3;-1;0;0;-1;0
3;-1;-6;2;1;1;1;0;0
0;0;-3;-4;-1;-2;0;0;0
-3;-2;-4;-1;-1;1;-1;-1;0
-4;-4;1;-4;-4;-3;-4;-1;0
2;3;8;6;1;3;1;3;0
-2;-2;4;-6;-5;-3;-1;-3;0
-3;-1;0;-4;-1;-2;-2;-1;0
-3;-8;-5;-13;-7;-6;-5;-3;0
-1;1;0;3;-1;-1;-1;2;0
0;0;0;2;1;-2;1;-1;0
2;3;11;14;5;4;2;2;0
0;7;-2;-4;0;-2;0;1;0
7;6;6;22;0;1;2;3;0
-5;-4;-7;5;0;-1;-1;-7;0
1;-8;1;1;4;7;8;3;0
4;9;10;7;1;-4;-4;0;0
5;15;9;11;1;9;13;10;0
1;-5;-12;-15;-3;-5;-2;-2;0
0;-4;-20;-17;-9;-4;-1;-2;0
-6;1;0;-14;-3;4;-1;-8;0
0;4;10;-11;8;0;-2;-1;0
-2;-10;-10;-6;-2;-6;-1;0;0
14;7;-6;5;2;2;8;14;0
0;0;-3;2;11;14;3;2;0
-19;-10;-16;-22;-12;-13;-10;-11;1
8;7;-10;-19;-13;-8;3;10;1
-2;18;1;17;15;5;8;6;1
-5;-8;-3;-6;-2;-9;-2;-2;1
-21;-8;-28;-30;1;6;-4;-13;1
-6;-5;-5;-9;-7;-4;-7;-6;1
22;18;16;34;0;8;10;16;1
-6;2;18;-6;-4;2;-7;-9;1
14;3;-15;-31;-16;-16;-4;-5;1
1;0;0;-5;6;18;5;0;1
-12;1;-9;-23;-5;-11;-15;-17;1
0;-2;-13;17;8;-10;-7;-4;1
3;-3;-3;-8;-3;9;3;5;1
-5;-12;-9;-25;-13;-20;-1;3;1
0;-1;14;16;-1;-6;0;-1;1
7;16;0;10;1;12;1;-2;1
9;11;12;54;24;14;18;17;1
-4;8;-23;18;15;21;12;9;1
-11;-16;-14;-21;1;3;-5;-8;1
13;2;5;4;11;-9;9;14;1
13;27;14;74;33;27;18;15;1
2;4;-36;-23;4;12;-1;-5;1
-10;5;-1;20;9;-7;10;-8;1
-12;-4;0;-18;-15;-10;-12;-11;1
-6;-14;27;-11;-2;5;-4;-2;1
-13;-14;25;25;-8;-22;-12;-8;1
6;2;21;9;-6;-2;-4;8;1
14;8;24;17;-5;-11;-7;0;1
-6;-6;7;-11;-16;-15;-12;-10;1
5;3;-17;-23;1;0;9;14;1
3;3;16;46;11;3;5;8;1
0;0;-6;-15;-10;-7;-7;0;1
4;-5;23;10;4;16;7;3;1
-4;0;-15;-8;-4;-6;-9;-2;1
-15;-3;23;-3;-10;-10;-2;-10;1
2;11;-5;-17;-17;-7;-10;-3;1
6;2;-15;-27;-15;-13;1;8;1
-13;-23;-11;-17;-22;-13;-8;-9;1
7;-2;-10;9;9;15;2;5;1
1;-6;-13;-30;-12;-16;-9;-2;1
6;0;12;6;2;-9;-4;2;1
-9;-6;-10;-8;0;-17;-1;-5;1
8;19;17;49;34;14;8;10;1
-11;-15;-16;-18;-10;13;-9;-11;1
2;4;-5;5;-3;20;16;8;1
4;-6;8;17;4;-5;0;1;1
-7;5;-14;-1;1;-3;-8;-11;1
-2;-4;-24;-3;-3;-10;-2;2;1
-2;2;4;-8;-12;-12;-5;-2;1
-8;-7;20;28;0;2;-1;-7;1
0;4;-5;3;-5;-10;0;7;1
-8;-6;7;-8;16;38;15;-6;1
-7;-3;2;-5;-12;-14;-12;-13;1
-8;-9;3;0;0;10;-6;0;1
5;19;-21;12;-2;-34;-6;2;1
-8;-16;6;-26;-17;-12;-8;-15;1
4;-4;-18;1;6;25;11;11;1
-6;4;35;11;-11;8;5;7;1
12;3;-3;-7;-4;4;10;17;1
8;13;-5;12;-3;-22;-5;7;1
20;5;18;22;-3;0;1;15;1
-1;-1;-7;-5;1;-5;6;3;1
18;12;18;-13;-6;4;0;4;1
-1;-3;-1;-7;-8;-7;-11;-6;1
-3;2;5;-2;0;23;3;0;1
4;0;2;4;2;-2;5;4;1
-5;-8;-1;-27;-12;-18;-14;-16;1
4;-9;-12;2;-3;-13;5;7;1
-5;-10;-12;-12;2;7;-3;4;1
-8;-7;-2;-24;-24;-17;-10;-4;1
8;13;-4;11;3;16;13;9;1
-7;-9;5;-10;-4;-5;-6;-6;1
4;1;4;-12;-1;7;4;1;1
9;11;-4;22;29;42;22;14;1
-11;-11;-1;-9;-9;-51;-14;-12;1
-5;-8;0;-2;-2;-12;-10;-2;1
2;-2;-5;-4;-2;3;0;-1;1
8;10;0;2;-12;4;3;5;1
10;8;3;11;8;30;15;11;1
-9;-8;12;4;-7;-10;-5;-2;1
13;7;14;9;1;21;8;9;1
-3;-6;-16;1;-6;-50;-4;-2;1
-8;-1;0;-6;-4;-4;-2;-4;1
14;7;-7;19;20;22;13;15;1
-12;-7;-5;-15;-16;4;7;-5;1
1;-5;3;9;6;18;9;-1;1
-9;-10;21;-13;-16;-7;-20;-21;1
6;13;-4;13;5;-37;11;11;1
-1;8;-4;4;12;16;1;4;1
-12;-5;-5;-12;-13;11;-3;-9;1
2;-9;-8;3;1;-24;-2;0;1
3;7;-1;10;8;21;11;2;1
10;2;-16;13;25;18;2;4;1
5;-11;-11;3;-1;-30;-6;3;1
-2;-7;3;-8;11;-5;2;4;1
0;6;4;-1;-12;-36;-10;-4;1
3;6;1;8;8;2;-14;-9;1
-5;-5;-1;-16;-26;-19;-8;-7;1
-3;5;-10;1;15;11;-1;-7;1
-2;1;1;4;14;-20;-12;-8;1
9;14;0;9;-9;12;6;9;1
5;6;3;-6;-28;11;18;10;1
1;-1;25;-2;2;6;-4;4;1
-11;-12;14;-6;-6;34;3;-3;1
-3;-1;-8;-10;-17;-41;-9;-4;1
1;2;-6;4;20;35;11;2;1
0;3;3;-5;-8;-2;-4;0;1
1;3;-9;12;11;-17;-4;-1;1
-1;2;-42;6;5;14;4;1;1
-1;-2;-6;-1;12;13;5;1;1
1;1;-10;-4;-6;-22;-6;-3;1
-3;0;5;1;5;11;-2;-3;0
-2;-6;17;-3;8;15;2;0;0
-1;-5;10;-6;-16;-12;-6;-2;0
0;-3;-10;-7;-5;-5;-1;0;0
-1;4;-3;2;0;-3;0;0;0
-3;-4;8;4;4;5;1;-2;0
-2;-3;6;-2;0;-1;1;1;0
1;2;6;-1;0;-1;0;0;0
0;-1;-4;-3;-4;0;-1;-2;0
-2;-1;-4;0;3;0;-1;-3;0
-5;1;-4;-1;-10;-7;-5;-5;0
1;0;3;1;1;0;1;-2;0
-1;-1;1;0;0;0;0;-1;0
-1;-1;-12;-1;1;0;-2;0;0
-1;0;-12;-2;0;-1;-2;0;0
1;-3;-6;3;0;0;0;1;0
-1;-2;1;-1;0;0;-4;-1;0
0;-1;-2;0;0;-1;-1;-2;0
0;-2;0;-1;0;-1;-1;-3;0
0;1;0;0;-1;-1;-1;-2;0
-1;0;-4;0;2;0;-1;0;0
-1;-2;-3;-1;-1;-3;-1;-1;0
-1;-2;-2;0;-1;-1;-4;0;0
0;-1;-1;1;-1;1;1;0;0
0;0;-6;1;-2;-1;0;-3;0
-2;-2;-2;-4;-2;-1;-3;-1;0
1;-2;2;1;0;-2;1;0;0
-1;-1;1;1;0;0;1;-1;0
0;-1;2;-1;2;0;0;-1;0
1;-1;0;-1;-2;-3;-1;-1;0
-3;-2;-2;1;0;-3;-2;0;0
-2;-2;0;-1;-1;-1;-1;-1;0
0;-1;1;-2;1;1;2;1;0
-2;-2;5;1;-1;0;0;-1;0
-1;1;1;0;1;2;-2;0;0
1;0;-3;-1;-2;-1;-1;0;0
0;-1;-1;0;-2;0;-1;0;0
-1;0;-9;-1;-2;-2;0;-1;0
-2;-3;-2;0;-1;-1;0;1;0
0;-1;-5;-2;-1;-2;-1;-2;0
-3;-1;-1;-3;-1;-3;-2;-2;0
-1;0;1;-1;-1;-1;-1;-2;0
0;-2;-1;-1;0;-2;0;0;0
-2;0;-1;-2;0;-1;-2;0;0
-1;-2;1;-1;-2;-1;-1;0;0
-2;-2;1;0;-1;0;0;-2;0
-1;1;-2;6;1;0;1;1;0
-1;-1;1;-1;-1;-2;-1;0;0
-4;-3;-1;-2;-2;0;0;-1;0
-1;-2;0;0;1;1;0;-1;0
2;2;1;-1;0;-1;0;1;0
0;-2;2;-1;0;-2;-1;-2;0
-1;1;-1;0;0;-1;-2;0;0
-1;-3;-3;-3;-2;-1;-1;-1;0
-1;-1;-2;-1;0;-1;0;0;0
0;0;-5;1;-1;0;1;1;0
0;0;-4;-2;1;0;-2;0;0
-2;-1;1;0;0;0;-1;0;0
1;1;3;6;1;2;0;4;0
1;-2;-3;0;-1;-2;-2;0;0
1;0;-1;1;1;1;1;-1;0
0;-1;0;1;-1;-2;-2;0;0
0;1;0;-1;-1;-2;-1;-1;0
-1;-2;4;-3;-1;0;0;0;0
-1;-1;-2;1;0;1;0;-2;0
-2;-1;5;-3;-2;-1;1;-1;0
0;-1;1;-2;0;1;-3;0;0
-2;-2;-1;-1;-1;-1;-2;-2;0
1;0;1;-3;1;-2;-1;0;0
-2;-1;-2;-4;-2;-1;-2;-2;0
-1;0;2;0;0;-1;0;-3;0
-1;-2;0;-3;-2;-3;-1;-4;0
0;0;1;-2;0;0;-1;-1;0
-2;1;0;-1;1;-3;-1;0;0
-1;-3;0;0;-1;0;0;0;0
-1;-3;-5;-2;-3;-2;-1;1;0
0;-1;-4;-2;-1;-2;-2;-1;0
-1;-2;0;-1;-1;1;2;-1;0
0;-2;1;-1;-2;-1;-1;-1;0
1;-2;3;-1;1;0;-1;-3;0
-1;-2;3;-1;-1;-2;1;1;0
-1;0;2;2;3;2;0;0;0
0;0;-1;0;-1;0;-2;0;0
-1;0;-2;0;-2;-1;-2;-1;0
0;-2;4;-2;-3;-1;-3;-2;0
3;0;-1;2;1;0;0;2;0
0;-1;3;-1;-1;1;-1;-1;0
-2;-4;0;-3;-3;-2;-1;-1;0
-2;0;-3;-3;0;-2;-1;-2;0
0;-1;-3;-1;-2;-5;0;-3;0
1;-1;2;-1;-1;-2;-1;-2;0
-1;-1;0;-1;-1;0;0;1;0
0;-2;-4;-1;-2;0;-1;0;0
-2;-2;0;-2;-2;-2;-2;0;0
-2;-1;-5;-3;0;-3;-1;0;0
0;-2;-2;0;2;1;1;-3;0
-1;-1;-1;-2;-1;-1;-1;-4;0
0;0;5;-1;-1;-3;0;1;0
-1;-1;3;0;0;-2;1;-1;0
-1;-2;2;-5;-3;-3;-1;-2;0
-1;-2;2;-2;-1;0;-1;0;0
-2;-1;-1;0;1;0;-2;-3;0
-3;-1;3;-1;-3;-4;-2;-1;0
1;1;1;-1;-1;-2;-3;-2;0
0;0;-2;-2;-1;-2;-2;-2;0
-2;-3;-2;-1;-3;-2;-1;-2;0
0;-1;-2;-5;-2;-2;-1;1;0
0;0;1;0;-3;-2;-2;-1;0
-1;2;2;0;1;-4;-1;0;0
0;2;0;2;0;3;0;-1;0
1;-2;-4;0;0;2;2;0;0
-2;-1;-2;-3;-3;-4;-1;-1;0
1;2;-6;-6;-5;0;1;1;0
0;-3;1;1;0;-1;-2;0;0
-2;-3;0;1;0;0;0;-3;0
-1;-5;6;-2;0;0;0;-1;0
-4;-5;0;-6;-3;0;-4;-5;0
-6;-5;1;-12;-6;-8;-9;-7;0
-6;-17;-1;-13;-11;-2;0;-2;0
-7;1;-8;-22;-17;-11;-5;-5;1
-3;-3;-2;-19;-9;-6;-6;-1;1
0;-5;-15;14;9;-4;-4;-4;1
5;18;1;28;5;3;5;4;1
1;-2;-19;-8;8;16;6;-4;1
9;12;21;31;9;-5;-2;6;1
-1;-3;-7;-13;-1;-9;-3;-3;1
-13;-9;0;-11;-1;9;-4;-9;1
-3;-3;3;-6;6;10;7;1;1
-11;-9;-13;-37;-22;-37;-19;-10;1
0;-2;8;20;6;12;13;5;1
2;-4;0;-17;-17;-9;-3;-1;1
-1;-6;6;-7;-4;-1;-1;8;1
4;7;24;27;5;-7;-4;0;1
5;25;8;33;14;21;7;3;1
-12;-1;6;14;10;10;7;-4;1
0;3;-17;-17;-3;-9;0;-2;1
4;-12;0;2;-5;-14;-7;0;1
10;8;10;13;5;-9;1;1;1
2;-4;-5;14;3;1;8;8;1
-3;-9;-13;-2;4;-1;9;1;1
-4;-20;-21;-28;-1;-14;-7;0;1
-18;-21;-12;-30;-18;-16;3;-7;1
-1;4;-13;-2;1;14;8;7;1
1;23;8;19;6;-4;-8;-1;1
16;-4;-27;-14;-1;-3;-1;12;1
-5;7;4;-1;-6;-7;1;-4;1
3;3;7;3;23;34;21;11;1
-2;-4;1;3;-10;4;5;0;1
6;0;9;3;0;16;3;1;1
-3;-4;10;-2;-18;-32;-19;-7;1
12;15;-6;-1;8;11;7;4;1
-4;-14;9;13;9;17;1;-4;1
1;-5;-5;-7;-3;-28;-5;2;1
-4;-16;-24;-15;-4;-10;0;-5;1
10;16;-8;24;10;16;16;11;1
4;2;-14;-14;5;12;6;9;1
-1;-7;-17;-20;2;40;18;5;1
-7;-9;8;8;-4;20;-6;-7;1
0;-14;-8;-21;-16;-10;-6;5;1
-2;13;5;18;2;-17;-10;1;1
-6;1;-3;-7;-10;-5;1;-8;1
5;-2;-7;-6;5;3;2;2;1
-2;-3;-12;-8;-11;1;-4;0;1
18;21;6;15;8;-8;5;15;1
8;6;5;16;29;44;17;6;1
0;-2;-10;1;-2;-12;6;1;1
-7;-10;11;20;9;-9;-13;-5;1
12;10;5;-13;-7;-5;4;4;1
5;-8;-10;-12;-8;-17;-12;2;1
4;2;-6;-16;-6;2;13;10;1
-10;-4;-1;-6;-8;-6;-1;-10;1
6;-2;-7;11;9;3;2;8;1
7;17;-7;5;9;-16;-12;0;1
-14;-23;-1;-33;-32;-10;1;-16;1
3;-10;-2;-18;-26;-53;-27;-9;1
-4;7;-8;6;17;41;16;-4;1
11;23;-15;-25;-5;-8;3;9;1
5;5;5;2;-8;1;-2;3;1
10;16;9;-9;-27;-29;8;7;1
-6;1;-4;7;10;46;18;3;1
3;4;-6;7;0;-15;-13;-3;1
1;-9;-3;6;10;-13;-1;4;1
4;16;5;15;21;29;5;-3;1
-5;-2;6;7;2;-3;5;-3;1
6;2;-5;-6;-2;13;-3;8;1
-15;-12;-2;-10;-8;17;1;-12;1
-7;-3;-1;-7;-19;-33;-16;-11;1
-4;8;-22;-1;4;3;-13;-8;1
8;0;4;-4;-3;17;11;5;1
-19;3;-4;-7;-2;-31;-19;-24;1
2;7;14;11;6;19;0;-6;1
-2;-13;10;6;-16;-7;-12;-10;1
15;5;0;12;-9;-9;15;20;1
-4;3;-9;-13;10;13;0;-7;1
8;-5;-4;6;11;25;18;10;1
6;14;-5;8;4;-15;4;8;1
-10;-12;-19;-22;-10;-13;0;-1;1
-11;-14;4;-13;-33;-16;2;-13;1
4;8;2;-2;17;8;-3;0;1
-8;-9;2;-11;-27;-14;-9;-4;1
-3;-3;-14;-8;21;52;11;5;1
-9;-12;-1;-15;-18;5;-10;-9;1
-6;2;-6;-5;-3;-24;-9;-5;1
14;22;15;0;-20;-6;12;8;1
-8;-8;5;-8;-26;-25;-15;-13;1
-3;-13;6;-5;-8;-41;-7;-5;1
-10;-16;1;6;-1;-20;-4;-3;1
10;22;-4;9;11;-10;1;7;1
4;-3;13;-1;14;21;-5;-2;1
4;4;0;11;27;54;20;4;1
-3;0;-12;-7;5;-35;-14;-5;1
2;0;11;1;-17;-12;-3;-6;1
1;0;-1;3;-9;-15;-7;2;1
-6;-5;-6;-11;11;0;-6;-5;1
0;0;-10;-15;-56;-11;-6;-9;1
0;3;19;3;14;-4;-1;2;0
1;2;4;-13;-22;-8;-3;2;0
-3;-3;0;-5;-5;6;0;-3;0
1;-1;1;-1;27;0;0;2;0
-2;-2;-5;-14;-14;-2;2;0;0
-1;-1;-3;0;-19;-6;-1;-64;0
0;1;-1;0;11;1;1;1;0
1;2;1;2;-2;0;1;2;0
2;-1;-1;7;-3;-1;1;2;0
0;1;2;13;3;-5;-2;-3;0
-1;1;-2;-4;-5;3;4;0;0
-3;-2;2;-5;-4;-3;-4;-1;0
1;-2;9;8;2;2;1;3;0
0;-1;2;-4;-7;-2;-2;-2;0
-3;-2;-7;-1;-3;-1;-1;-1;0
-2;-3;-14;-9;-7;-5;-2;-2;0
1;0;-14;-3;0;0;0;0;0
-1;-2;-7;-2;-4;-4;-4;-1;0
0;0;-9;-1;-3;0;-2;0;0
-2;-2;-9;-4;-7;-3;-2;-2;0
-1;0;3;2;-1;1;0;0;0
-1;-2;0;4;0;1;1;0;0
0;-1;5;-3;-1;-2;-2;-2;0
-1;0;2;0;-1;-1;-1;0;0
-2;2;3;-4;-3;-2;-1;-1;0
0;-2;-1;0;-2;-2;-2;-1;0
0;0;-4;1;1;0;-1;-1;0
0;0;2;0;-2;-3;-2;-2;0
-1;-2;1;0;1;-3;-1;-1;0
0;-4;-6;0;-4;-1;-2;-2;0
0;-1;-16;-2;8;1;-2;0;0
0;1;-4;1;1;0;3;0;0
0;-2;-12;0;-3;-2;-1;0;0
-2;-2;-8;-2;2;-1;0;1;0
0;-1;2;-1;-2;-1;0;-1;0
0;-2;2;-3;5;0;0;2;0
-2;-1;0;0;-8;-3;-1;0;0
-1;-1;5;0;-4;-2;-1;-3;0
0;-3;1;-2;0;1;-2;-1;0
0;-3;-6;-5;-4;-3;-2;-1;0
1;-1;4;1;2;-2;1;-1;0
-2;-1;3;-3;-1;-2;-2;-2;0
-1;-3;8;-1;1;1;-1;-2;0
-1;0;0;3;0;0;1;1;0
1;-1;1;2;-2;3;-1;1;0
0;1;-2;-3;0;-2;-2;-1;0
0;-2;0;-2;0;-1;0;-1;0
0;-1;3;-1;-2;1;1;0;0
-2;-1;-1;-2;2;-2;0;1;0
0;0;-4;-1;4;-1;0;-2;0
-2;-2;-2;-1;-4;-2;-1;0;0
-1;0;-9;-2;5;1;-1;-1;0
-2;-1;-5;-1;-1;0;-1;-1;0
-1;0;0;0;-4;0;-1;0;0
-1;-1;6;-1;-2;-1;1;-1;0
-1;-1;2;-2;-3;1;0;-1;0
-1;-1;1;-1;-6;-1;-2;-1;0
-2;0;4;-2;-3;-2;-1;-2;0
-1;0;-3;2;-5;-3;0;-1;0
-2;-5;4;-4;-3;-2;-1;-1;0
-1;1;3;0;0;-2;-2;-2;0
-1;-2;3;-2;-6;1;-2;-2;0
1;-3;3;0;0;-1;1;-2;0
1;-1;-1;-1;-1;0;0;-1;0
-2;1;-1;-1;1;-1;-2;0;0
0;-4;1;-2;-1;0;2;2;0
-2;-3;0;1;4;1;0;-1;0
0;-1;-2;-3;-4;1;0;1;0
0;-2;-3;-2;-2;-2;-3;0;0
0;1;-6;0;-2;-1;-1;1;0
-2;0;-7;0;7;0;-2;-2;0
0;-2;-5;0;0;0;0;-1;0
2;-1;-1;0;-4;-2;-2;-1;0
-2;-2;-2;-2;-3;-1;-1;0;0
-2;1;-4;4;1;-2;-2;-2;0
-1;0;-2;-2;1;-2;-2;-2;0
-2;-2;1;-3;-2;-1;-1;-3;0
1;-2;8;1;1;-1;1;0;0
1;0;5;-3;2;-1;2;-1;0
-1;0;0;-2;-1;0;0;0;0
0;-2;9;-1;2;-1;0;1;0
-1;-1;1;-1;1;-1;-1;-1;0
-2;0;-1;-4;-8;-1;-3;-3;0
0;-2;1;-1;-2;0;0;-1;0
0;1;-5;-1;0;-1;-2;0;0
-1;-1;0;1;2;-1;2;1;0
-1;-1;-2;-1;1;-1;-2;-1;0
-1;-1;-3;0;3;-2;0;-1;0
-1;0;-5;-2;-5;0;0;-1;0
-1;-1;-2;0;-1;1;0;0;0
-2;-1;-8;-1;-4;-1;-2;0;0
-2;-3;-5;-2;8;-3;-1;0;0
-1;-1;-3;0;-5;-1;-1;-2;0
-1;0;-1;0;-2;-2;-1;-1;0
0;-1;-2;0;-3;-1;-1;-2;0
0;0;5;-1;0;-2;-3;0;0
-2;0;2;-1;-2;-1;-2;0;0
-1;-1;4;1;-5;-2;-1;0;0
0;-1;1;-3;-2;-3;-1;0;0
0;-3;-2;-2;4;0;-2;-3;0
1;0;0;2;0;-1;-1;0;0
0;-1;5;-2;-2;-1;-1;-1;0
0;-1;2;-1;-3;0;-1;0;0
-2;-2;-4;-1;-1;-1;0;0;0
0;1;0;-2;-7;-2;1;2;0
-1;-1;-13;-2;-2;0;-2;-1;0
-1;-1;-13;3;0;0;1;1;0
0;-2;-4;1;-5;-1;-2;1;0
0;-2;-1;2;-3;-1;-1;0;0
0;0;-1;-6;3;-3;-2;-1;0
3;6;-1;10;5;6;3;4;0
1;3;5;5;1;0;1;2;0
-4;-10;-1;-5;-2;-3;-3;-1;0
-3;1;-2;-16;-2;-4;-1;-3;0
2;1;2;8;1;4;0;0;0
6;12;28;23;2;5;7;4;0
0;-2;1;-4;-1;-3;-1;1;0
9;13;1;1;4;-3;3;4;0
-4;-8;-5;0;1;1;0;-5;0
-1;10;-4;-12;5;4;-1;0;0
-3;-10;-1;-11;-6;-8;-8;-2;0
-4;8;-20;-32;1;6;3;-1;0
1;-3;1;19;4;0;-1;1;0
5;0;-3;-11;-9;-23;-8;1;1
-5;-4;8;12;-6;-4;-6;-3;1
16;2;18;25;6;6;0;3;1
-5;13;6;32;10;-10;6;6;1
15;13;2;6;17;35;25;18;1
