Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8;Resultado
1;-2;-2;-1;1;-2;-2;0;0
-1;-1;-9;-1;0;1;-1;0;0
-2;-1;3;-2;0;-3;-2;-2;0
2;0;4;7;4;3;1;2;0
-1;-1;6;-2;-1;-1;0;-1;0
1;1;2;0;-1;0;-1;2;0
2;-2;2;-1;0;-1;-2;-3;0
-1;-1;7;-1;-2;-2;-4;-5;0
0;2;4;3;1;1;1;0;0
-4;0;-7;4;1;1;2;0;0
-8;-13;-11;-24;-14;-10;-9;-9;1
-8;-12;-13;-54;-18;-9;-9;-8;1
-2;-1;10;12;7;7;6;6;1
-8;-10;-1;-22;-13;-7;-8;-3;1
10;14;2;5;8;10;10;7;1
6;6;-19;-18;-8;-4;-3;0;1
10;15;8;16;-2;-2;-2;8;1
12;17;13;51;25;14;13;14;1
11;19;42;86;38;27;14;11;1
-16;-13;-21;-24;-14;-5;-4;-16;1
7;2;31;35;8;9;2;8;1
-12;-24;-3;-40;-13;-13;-7;-6;1
0;11;23;53;13;1;-1;4;1
-1;-1;7;10;4;7;0;3;1
-1;2;1;0;-3;7;0;-4;1
-12;-12;-7;-1;10;5;-12;-13;1
7;19;17;13;14;14;6;1;1
7;6;-3;32;15;24;8;6;1
-8;-6;-27;-45;-28;-15;-2;-3;1
-2;-7;-16;-37;-7;-7;-7;-10;1
10;15;10;55;32;18;10;3;1
-2;-9;3;9;-1;2;-3;-7;1
-4;-2;12;-11;-9;-30;-10;-10;1
-13;-11;7;-3;-9;-10;-10;-10;1
-4;-4;14;3;5;-15;-6;-2;1
-1;-4;30;-3;-5;5;7;5;1
6;12;-27;25;1;-37;-3;1;1
18;29;19;44;45;71;27;23;1
-10;-17;2;-31;-11;-7;-3;4;1
0;-3;7;-2;3;43;8;5;1
-7;0;-8;-42;-16;-8;-6;-13;1
14;9;-11;-3;-9;-21;-2;12;1
-10;-11;0;-24;13;43;0;-11;1
-4;-2;1;-16;-18;-22;-12;-8;1
-3;-5;7;13;-10;-26;-11;-3;1
-3;-10;-3;8;5;4;7;7;1
-16;-14;-36;-36;-1;3;2;-8;1
-13;-11;10;-15;-10;22;9;-12;1
5;-8;-2;-14;-3;-3;-7;3;1
3;-1;5;-2;9;-7;-7;3;1
-4;-13;5;10;5;-1;-8;1;1
2;6;-11;-5;4;21;11;7;1
-22;-26;-4;-55;-21;-27;-15;-16;1
2;5;-3;20;19;11;12;4;1
-18;-19;-10;-16;-8;-6;-13;-14;1
2;7;11;48;34;30;17;13;1
-7;-11;-2;-10;-6;-14;-14;-7;1
2;9;5;28;-7;-24;-6;-1;1
3;5;-22;-10;13;17;-4;-4;1
12;21;-9;-7;-10;-12;0;13;1
11;15;-5;19;7;33;14;9;1
-8;-11;-28;-46;-11;-22;-11;-5;1
0;4;4;21;15;-4;2;0;1
-4;-9;-10;-32;-2;-7;4;3;1
7;1;-16;-9;2;12;8;5;1
12;-2;17;24;26;53;11;7;1
4;9;-12;-18;-34;-44;-22;-6;1
-6;-8;-2;-27;-22;-36;-15;-11;1
6;-4;-9;10;8;-6;3;6;1
4;5;-12;-18;24;18;-6;-1;1
8;10;-8;11;3;37;15;11;1
-2;-1;-13;-1;-13;-29;-7;-1;1
-16;-15;-19;10;-14;-16;-11;-12;1
17;17;-10;21;17;-10;6;18;1
-22;-25;13;-22;0;11;-13;-19;1
2;-4;-18;-1;2;-8;5;4;1
3;4;17;5;5;-18;-5;1;1
-6;-7;15;8;13;35;8;-2;1
8;19;32;50;23;37;13;4;1
-3;0;15;5;15;5;-8;-6;1
11;-2;-12;-10;0;-20;16;17;1
1;0;7;-4;-7;20;15;5;1
3;9;-19;-10;-16;-22;-21;-11;1
3;-9;26;-13;-4;19;5;4;1
-10;-12;-6;-17;-18;-27;-15;-11;1
4;3;43;43;5;-6;-4;-1;1
-2;-4;-1;9;-3;11;5;0;1
-2;4;-21;-16;-11;-3;-17;-8;1
2;1;5;23;13;28;14;6;1
3;5;-4;14;7;-1;-1;2;1
-16;-19;-7;-27;-30;-42;-17;-20;1
-9;-8;-6;-8;6;8;-9;-8;1
2;14;0;11;26;6;-3;8;1
-13;-14;-23;-42;-22;-11;-18;-20;1
0;-1;5;-10;-29;-16;6;2;1
20;15;-9;10;19;6;11;24;1
-1;1;21;11;19;1;5;10;1
-9;-5;-6;7;19;9;1;-12;1
10;10;14;5;-2;2;5;8;1
-8;-3;16;-7;-7;8;-1;-13;1
-4;1;-6;13;24;-6;9;-3;1
8;4;-11;11;3;21;8;8;1
19;9;-11;10;-12;-21;-4;8;1
0;-12;-21;-20;-22;-6;-7;-6;1
0;-2;10;3;4;15;7;2;1
12;16;10;-7;-18;-9;-7;3;1
-7;-12;-3;-19;-20;2;-1;-4;1
-8;1;-5;-18;-20;-15;-2;-1;1
1;13;15;15;16;18;7;6;1
-11;-6;-20;-16;-26;-50;-21;-17;1
-13;-20;-4;-7;19;11;2;-6;1
-4;-1;11;-7;-27;-15;-17;-19;1
5;1;-5;-7;-1;-13;3;5;1
-9;-6;0;-5;-5;-6;1;-4;1
5;20;5;7;-12;0;-6;-2;1
4;-4;-5;4;12;-12;-7;8;1
-6;-3;-10;-4;6;0;2;-5;1
0;4;-9;10;0;17;5;0;1
-29;-41;-3;-30;-49;-47;-23;-30;1
11;11;4;11;18;59;18;13;1
-2;4;-6;-8;0;-9;-4;3;1
-8;-11;11;-10;22;23;-3;-13;1
-4;14;-14;0;-4;-43;-12;-10;1
7;0;36;8;-71;-6;5;8;1
-9;-7;-17;-57;-72;-51;-33;-23;1
-10;-3;7;-14;-37;-13;-16;-12;1
10;15;17;44;2;15;7;6;1
-3;-6;-6;6;24;2;-5;-5;1
1;-3;-12;-21;-3;-45;-17;-3;1
-4;-7;-1;-11;-8;-31;-12;-5;1
-2;10;0;18;37;29;4;0;1
-15;2;15;22;12;28;11;-4;1
6;3;-3;3;21;56;14;6;1
-1;-2;16;17;-2;-20;0;1;1
-4;-10;-7;-27;-8;-31;-9;-6;1
-9;-12;3;-20;14;13;-10;-13;1
-3;10;0;2;5;-44;-22;-7;1
9;4;14;27;-17;-2;2;-1;1
0;-3;4;2;5;-6;-2;2;1
4;-2;4;-7;-6;13;5;4;1
11;3;4;2;-2;3;6;10;1
0;2;-1;13;-23;-11;3;-2;1
4;-2;-10;15;7;10;8;5;1
5;-2;-11;1;-8;5;2;-2;1
-4;5;-3;-5;4;-12;-8;-4;1
-8;-5;62;-1;19;-2;-1;-2;1
-1;0;35;1;-2;-8;-2;1;1
-6;-2;5;4;22;11;6;1;1
1;-3;-1;1;5;-5;-6;-1;1
1;5;-31;4;14;2;0;4;1
5;-7;14;-7;-13;1;-4;-5;0
4;4;12;12;10;12;6;7;0
-1;6;-8;-4;-1;-3;-1;-3;0
0;4;-22;-3;4;-3;-4;-1;0
-1;2;-11;4;0;-2;-1;-2;0
-1;-1;17;-1;-3;-4;-1;1;0
0;-5;19;-13;-8;-5;-4;-3;0
-3;-2;-9;-3;-7;-3;-2;-3;0
-3;-5;-11;-5;4;-1;-1;-3;0
-1;1;-12;13;4;2;0;-3;0
-7;-4;-8;-4;0;-1;-1;-2;0
-3;1;-18;-1;6;1;1;-2;0
1;2;-12;1;2;-2;0;1;0
6;1;2;14;10;6;5;7;0
-1;-1;-5;-4;-1;-1;-3;-1;0
-2;1;4;2;0;1;-1;0;0
-1;-1;1;-4;6;-1;-1;-1;0
0;-2;4;-3;0;-1;-3;-2;0
-4;-5;0;-8;-1;-2;-3;-3;0
-1;2;-1;1;2;-1;2;0;0
-2;-1;-1;-3;-2;0;-3;-3;0
-1;-2;12;-1;-4;-2;-1;-3;0
2;0;-4;-1;-2;-1;0;-1;0
-1;-2;-1;-1;-1;-2;1;0;0
-1;0;0;0;-3;-3;-3;-1;0
0;-1;-2;0;-5;-1;0;1;0
-1;-2;0;-4;-2;-2;-2;-2;0
-2;-1;2;-2;-4;0;-1;-1;0
-2;-1;-4;-2;-5;-2;1;0;0
-1;-3;-7;0;2;-3;-2;-1;0
-2;-1;0;-1;-1;-3;-2;-2;0
2;0;0;-2;-4;-1;0;0;0
-1;-1;-4;1;-4;-1;-2;-3;0
-1;-2;1;-1;4;1;0;0;0
-1;-3;-1;0;8;1;3;1;0
-3;-2;-1;-1;-3;-1;0;-2;0
1;-3;3;0;1;-2;0;1;0
0;1;-1;-2;-1;0;-1;-1;0
-3;-2;3;-1;1;1;-3;-2;0
-1;-1;2;0;-2;-1;-2;0;0
0;-2;-3;-3;0;1;2;1;0
0;0;0;3;3;2;-2;-3;0
-1;1;3;6;-2;2;-1;0;0
-1;-1;3;3;-3;-3;1;0;0
-1;0;1;1;1;-1;0;0;0
-2;0;-3;3;5;-3;-2;-1;0
0;0;-7;-1;1;0;-2;-2;0
-4;-3;-10;-3;4;-1;-4;-3;0
-2;-3;-5;-1;-3;-3;0;0;0
-2;-1;-10;-2;0;-2;-3;-2;0
2;5;-4;5;1;2;1;2;0
-1;-1;-5;-3;0;0;-1;-1;0
0;-3;2;-4;-5;-3;-3;-1;0
-1;-2;3;-1;-2;0;1;-1;0
-4;-2;-1;-2;-2;-4;-3;-2;0
-2;-2;2;-2;-2;-1;1;0;0
2;0;6;2;8;0;-1;-2;0
1;-3;1;-2;0;-1;0;-1;0
0;1;-2;-1;2;-2;-1;0;0
-1;-1;2;-3;-4;-1;-1;-1;0
-1;-1;4;0;-1;2;3;-2;0
-2;-1;2;0;-2;-1;-2;-1;0
0;0;3;1;3;0;-1;-1;0
0;-1;-1;-2;-4;-2;-1;-1;0
0;2;-1;4;3;1;1;0;0
0;1;-7;0;0;-1;0;1;0
-2;-1;-2;0;-2;-1;-2;-1;0
-2;-2;-5;2;-2;-4;-3;-1;0
-1;-1;-2;0;-2;0;-1;-2;0
1;-2;-5;-3;-1;0;1;0;0
0;-2;-2;-1;5;-2;0;-1;0
0;0;1;7;0;1;0;1;0
0;0;4;1;-3;-1;-2;-3;0
1;-1;4;-1;0;-1;0;-1;0
-1;0;2;-3;-3;-1;0;-2;0
-2;-1;-3;-8;0;-3;-4;-1;0
-1;0;1;2;-1;-2;1;-3;0
-1;-2;1;-1;-2;-3;-1;0;0
0;-3;0;-2;-1;0;0;0;0
0;1;1;2;0;-1;-1;-1;0
-1;0;-3;-1;1;-2;-2;-1;0
1;1;-2;3;-2;-2;-2;1;0
0;-2;0;6;0;3;1;2;0
0;-1;2;4;3;1;1;2;0
0;2;-1;1;-2;-2;0;-3;0
2;1;-4;2;1;1;2;0;0
-2;-3;-3;-4;-1;-1;-2;-1;0
-1;1;3;2;0;0;0;-1;0
-2;-5;-10;-4;5;-3;-2;-2;0
-4;-6;1;-1;-1;3;0;-2;0
4;3;6;3;4;2;0;3;0
3;13;9;21;13;12;9;2;1
3;5;-2;11;-1;1;0;1;1
3;-3;6;27;6;7;4;4;1
-2;-2;0;1;-4;-2;-2;-3;1
6;19;12;31;19;8;4;4;1
-13;-18;-16;-27;-12;-12;-7;-9;1
4;10;-11;9;2;-1;0;2;1
-3;-4;-5;-16;-7;-5;-5;-5;1
1;11;11;12;3;-3;-1;0;1
-2;3;-4;-7;-14;4;7;1;1
-4;-1;6;-6;-15;-4;0;-1;1
-16;-23;6;-13;-2;-18;-15;-18;1
1;5;-6;-5;0;4;2;3;1
-6;-2;17;68;19;16;7;-1;1
0;-7;3;-9;-4;7;2;2;1
18;25;6;37;15;10;12;17;1
14;10;10;59;14;12;10;12;1
-10;-7;-1;-12;-6;-10;-14;-8;1
9;10;-2;24;8;-2;6;7;1
2;7;13;19;-2;-3;-6;-4;1
-6;-5;5;-23;0;-7;-5;-6;1
-13;-10;0;13;9;-10;-5;-6;1
-9;-14;-12;-25;-12;-4;-1;-6;1
-10;-18;7;-6;0;0;-1;-1;1
-4;-6;-23;-15;-11;-3;-6;-9;1
-2;-2;-6;-18;-14;-13;-8;-2;1
-6;-18;-9;1;7;0;1;-7;1
11;24;11;30;8;1;2;7;1
-7;-13;-20;-19;-5;2;-4;-8;1
10;13;-9;11;3;-4;1;5;1
1;3;16;19;-12;-9;1;-2;1
2;7;7;-2;-8;-9;-6;1;1
-3;-4;3;9;0;11;7;1;1
8;12;-11;6;-28;-28;2;7;1
-16;-20;-10;-20;-2;4;-5;-9;1
-1;1;11;-9;-2;12;8;4;1
-1;-10;-1;13;7;3;-6;4;1
14;15;26;57;21;17;10;11;1
-5;-13;-9;-44;-26;-27;-10;-9;1
-1;-10;-12;1;7;20;3;-1;1
1;6;-10;9;10;-12;-2;-1;1
-5;-10;-18;-15;9;1;4;2;1
7;16;2;21;4;3;6;11;1
3;5;-1;15;-14;-5;-8;-6;1
8;8;-7;-12;-1;3;2;8;1
-2;2;-19;-9;-3;9;-9;-5;1
9;3;-10;-14;-15;-29;-14;2;1
-9;-20;-5;3;-4;0;-3;-12;1
-12;-8;-5;8;24;6;1;-7;1
-4;-3;7;-4;-9;-3;-1;-2;1
3;-2;3;5;11;4;4;3;1
-11;-11;3;-11;6;-11;-12;-11;1
6;12;24;34;21;14;5;6;1
-1;-4;-21;-6;10;14;10;4;1
11;12;0;5;1;28;11;9;1
4;21;-7;3;-7;-17;-4;-5;1
-7;-8;2;-10;-13;-13;1;-9;1
-4;-15;4;-18;-10;-19;-3;-1;1
4;9;-2;-13;-4;5;4;8;1
-11;-25;-11;-26;-4;-1;-6;-5;1
3;3;5;-2;-12;-40;-11;3;1
16;17;-5;18;22;36;23;19;1
-8;-10;12;9;4;15;2;-4;1
-6;-3;-2;-2;-5;-22;-10;-8;1
-5;-14;-25;-23;9;18;12;3;1
11;22;42;46;36;41;3;7;1
-11;-18;-15;-30;-9;-13;-6;-10;1
-8;-15;-2;-17;-14;8;-3;-7;1
-1;-4;5;-18;-12;-6;-7;2;1
-7;0;5;23;16;2;6;-1;1
14;14;5;-3;-6;1;2;1;1
12;14;4;-5;-6;-17;-13;-1;1
9;12;23;40;19;20;15;12;1
-10;-17;0;9;14;-5;-2;-4;1
22;26;-15;-8;17;5;11;15;1
-6;-5;-13;-28;-25;-38;-3;-2;1
-1;8;8;-15;5;22;3;-1;1
2;-1;-21;-23;-4;6;6;8;1
-7;-10;-3;14;11;-7;-9;-2;1
5;4;1;14;11;-3;13;9;1
-5;-13;15;28;17;43;10;6;1
-10;-7;11;-7;-2;-26;-7;-11;1
5;10;13;38;19;20;2;3;1
-15;-26;-12;-15;-4;3;-8;-8;1
-1;5;-7;-41;-22;-17;-13;-4;1
-4;-8;-7;2;0;-34;-3;2;1
-2;3;0;-19;-16;12;12;-1;1
2;-3;21;4;-29;-43;-29;-13;1
-3;-6;-2;6;-3;-12;-8;-3;1
-4;-9;8;0;-3;-16;-17;-12;1
-6;-5;3;2;3;2;1;1;1
-17;-8;6;18;-18;-22;-6;-14;1
-2;0;10;25;-5;-22;-10;-5;1
4;8;-16;-8;28;32;11;8;1
-4;-1;-1;-6;8;20;14;7;1
-2;-13;-25;-42;-30;-8;0;-3;1
8;5;6;15;12;19;16;9;1
-1;0;0;-7;-8;-18;2;-2;1
5;-5;3;7;5;38;13;8;1
-8;-7;-27;-51;-14;-20;-2;-1;1
-3;-15;-9;-17;-13;-13;-6;-2;1
-13;-20;4;-27;-26;-32;-29;-21;1
3;4;3;27;31;38;11;8;1
-13;-15;-10;-33;-22;-35;-16;-13;1
7;20;23;87;7;10;11;-2;1
4;8;-2;-2;21;51;8;2;1
-7;-16;5;9;8;16;10;-5;1
-5;0;1;-4;7;7;1;-3;1
-4;-6;-1;6;1;-23;-3;5;1
-2;-8;17;31;19;2;0;2;1
-7;-6;4;7;0;23;-1;-6;1
-10;-6;5;0;16;-9;-10;-7;1
18;21;21;54;8;11;15;12;1
-11;-9;-6;4;21;11;2;-6;1
3;6;13;-9;-15;-14;-12;-3;1
-12;-9;-18;-60;-19;-12;-9;-16;1
-7;-5;14;-22;-29;-10;-3;-4;1
6;3;-1;-18;-8;1;-2;-1;1
-8;-8;9;-2;-50;-27;-11;-12;1
-2;-8;-8;13;-2;-10;-2;1;1
10;3;36;12;-2;9;6;7;1
5;-1;6;-7;-2;5;0;1;1
4;-2;-32;9;19;1;0;2;1
-4;-4;-1;-19;-17;-5;-1;-1;0
-6;-3;9;-13;3;9;1;-3;0
-4;-4;-3;-17;5;-5;-9;-6;0
-2;-3;-5;-9;-4;-5;0;-1;0
2;1;1;2;-9;-1;-2;-1;0
-1;2;-9;5;7;3;2;-3;0
0;-6;-9;-18;-17;-3;-2;-2;0
-2;-5;-5;-17;-7;-4;-5;-2;0
1;5;-7;11;8;-1;-3;-2;0
2;2;0;3;3;10;7;5;0
0;0;1;-1;4;1;1;0;0
2;-1;-1;11;4;4;3;2;0
1;-1;-1;-3;-5;-1;-1;-3;0
0;2;3;1;3;1;-1;-1;0
-3;-2;7;-8;-8;-3;-1;-1;0
1;0;-6;8;-5;-3;-2;0;0
-3;-4;-6;-7;-4;0;0;0;0
-2;-1;-2;-6;-2;0;1;-1;0
2;2;10;3;-2;1;-2;0;0
-1;-2;8;-5;0;-1;0;0;0
1;-1;-5;6;5;3;1;2;0
-2;-1;-7;-14;-4;-3;-3;-2;0
-4;-3;-3;-7;-5;-4;-2;-3;0
-1;-1;0;1;0;-2;-1;-1;0
0;1;-2;-4;-3;-3;-2;-2;0
-1;1;0;1;-1;1;-2;-2;0
2;-1;-1;-1;-1;1;0;1;0
-2;0;-2;-3;-1;-1;-2;-2;0
-2;-2;-1;-4;-1;-1;-1;-2;0
-1;-1;-1;2;0;0;-1;-1;0
-2;0;2;-2;1;-1;1;-1;0
-1;-1;-3;-3;0;-2;-2;0;0
0;0;-7;-1;-1;0;0;0;0
-1;0;-6;0;-1;-2;0;0;0
-1;0;-15;-5;-1;-1;-3;-2;0
0;3;-10;3;3;1;-1;-3;0
-1;0;-5;-1;-1;-1;-3;-2;0
0;-2;5;3;-2;-2;-1;0;0
-2;0;0;-1;1;0;0;-1;0
1;-1;6;-1;-4;-3;-1;0;0
2;0;3;4;3;5;4;1;0
-1;-1;4;-1;3;2;-1;1;0
0;-3;4;-1;1;-1;0;1;0
-2;-2;2;3;0;-2;-1;-2;0
-2;-1;0;-4;3;1;-1;1;0
-3;-3;0;-2;-2;-2;-3;-2;0
1;0;-4;1;0;0;-1;-1;0
-1;2;-4;1;1;1;-1;-2;0
1;-1;0;-1;0;-1;-1;-1;0
1;0;-3;2;1;-1;0;0;0
-1;0;-11;-1;-1;0;0;-1;0
0;0;-8;2;0;1;-1;0;0
-2;-3;-9;-3;-2;-2;-2;-2;0
-1;0;-11;-2;-3;-2;-2;-2;0
-1;-3;-5;-3;-2;-3;-1;-1;0
-1;0;2;0;0;1;0;0;0
0;0;4;-1;-2;-2;-2;-2;0
0;-2;3;0;0;-1;0;0;0
1;0;4;-1;-1;0;1;-1;0
-1;-2;6;-2;-2;-3;0;-1;0
0;-1;4;0;0;-2;-2;0;0
-1;0;-2;0;-1;0;-2;-1;0
1;2;1;5;2;0;0;2;0
0;0;-2;0;-1;-1;-2;-2;0
1;-2;-3;-1;0;-2;-1;0;0
-2;-1;0;-2;1;-2;0;0;0
-1;0;-12;-1;-1;0;-1;-1;0
-1;0;1;-2;-3;0;-2;-1;0
-1;0;2;-3;0;-3;0;0;0
-1;-1;-8;2;0;1;-1;-3;0
1;1;-5;0;-1;-2;-1;0;0
0;-1;0;2;0;0;-1;1;0
1;-3;0;-3;-3;-1;0;-1;0
0;-1;2;-1;0;-1;0;0;0
1;-2;-7;4;1;2;-2;-2;0
-2;0;2;-2;1;-2;-2;-2;0
0;-3;5;2;-1;1;0;2;0
-1;2;-1;-2;0;-1;0;-1;0
0;-3;0;-1;1;0;2;1;0
1;-2;9;-1;1;0;0;-1;0
0;1;-3;0;-1;-3;-1;1;0
-2;-1;-3;-1;2;1;-1;-1;0
-4;-2;-3;-1;0;0;0;-2;0
-2;1;1;0;1;-1;-1;-2;0
-1;0;-6;-1;-1;-2;-2;-2;0
-1;-2;2;0;-1;-1;0;-1;0
-1;0;0;-4;-2;-2;-1;-1;0
0;-1;-1;-3;1;1;-1;0;0
-1;-2;-4;1;-3;-2;0;-1;0
-2;-1;-2;0;1;1;-2;0;0
-1;0;-3;0;0;-2;-3;-1;0
-1;-1;-9;-4;-4;-1;-1;-1;0
0;1;-3;1;-1;-1;0;0;0
-4;-2;-5;-4;0;-2;-1;-1;0
-1;-1;6;-2;-2;-3;-2;-2;0
0;6;-5;5;1;1;0;1;0
-2;1;2;-2;-3;-1;-2;-2;0
1;-1;-5;-1;0;0;-3;0;0
1;1;-3;0;0;-1;0;-1;0
0;-2;4;-1;-1;-1;0;-4;0
-1;-1;7;-2;-3;-2;-2;-3;0
0;-2;-1;-3;-1;-1;0;1;0
-2;-2;0;0;-1;0;0;-1;0
1;0;-2;-2;-1;0;-2;-2;0
-1;-2;-3;-3;0;-2;-2;-1;0
-2;-1;-1;-3;0;-2;-2;-2;0
-2;-1;-4;-2;-1;-2;-2;-1;0
1;-1;-2;2;2;2;0;0;0
-1;1;-7;0;-2;0;-1;-1;0
0;1;-9;1;-2;-1;1;-2;0
-2;-1;-6;-3;-4;-3;-3;-5;0
1;0;-1;8;3;5;2;1;0
-4;-1;-5;-6;-2;-1;-3;-3;0
-3;-2;4;-5;-2;-4;-1;0;0
3;3;3;6;4;4;2;5;0
2;0;-5;-4;-1;-1;-1;0;0
-1;-3;-1;0;-1;-1;-1;-1;0
-1;-3;8;-2;2;-3;-2;0;0
2;0;-2;-5;1;0;3;0;0
1;2;1;17;6;6;2;3;0
1;10;-3;5;8;7;1;-2;0
-2;-3;-11;-12;-1;-1;0;-2;0
-5;-11;-25;-16;-13;-9;-2;-7;1
-4;-8;2;2;-2;-4;-6;-3;1
-5;-8;-4;-34;-11;-8;-1;0;1
2;-5;-4;-10;-3;-5;1;4;1
1;-7;-9;1;-10;-15;-8;-3;1
0;4;-2;8;8;4;3;-3;1
4;4;0;16;0;-5;2;4;1
-8;-14;-2;-27;-17;-9;-10;-8;1
0;-8;-6;-16;6;7;4;-2;1
8;10;8;13;16;21;14;12;1
-9;-11;-3;-30;-14;-10;-11;-9;1
3;11;9;9;10;7;-1;3;1
4;6;-3;12;4;-18;3;5;1
-2;-5;-25;-43;-8;-18;-10;-6;1
-5;-6;0;-3;-3;4;-7;-4;1
0;0;-13;5;-11;2;-4;-5;1
-8;-15;-5;7;2;0;1;-2;1
7;11;-4;11;6;16;10;1;1
-7;-17;7;5;5;-6;-6;-6;1
-2;3;6;17;18;19;11;2;1
-1;-6;11;-9;-19;2;-7;-9;1
2;4;-7;-24;-22;-6;1;-3;1
-4;-8;-9;-9;-20;2;-1;-1;1
-14;-12;-26;-86;-17;-18;-10;-12;1
-8;-10;7;3;6;-3;-8;-13;1
2;-4;-17;-19;-14;-14;-5;-2;1
2;8;-11;-9;12;15;4;2;1
2;-6;2;-7;-15;-8;2;-1;1
5;2;-1;23;1;-15;-2;5;1
3;9;13;9;-9;-5;-1;-1;1
-2;10;0;7;12;3;3;7;1
17;18;25;67;21;26;23;26;1
-2;-5;-17;-12;-8;-12;-5;-4;1
11;7;-10;44;28;16;8;10;1
7;16;6;-2;2;4;-5;-1;1
-11;-20;-1;-67;-21;-19;-13;-12;1
-5;-10;-31;-48;-20;-16;-18;-12;1
3;-3;9;66;24;12;22;15;1
-12;-7;-7;-23;-3;-13;-21;-19;1
4;2;18;43;11;-7;1;6;1
21;25;3;-16;10;-38;-11;10;1
-6;-8;1;-4;-1;0;6;-5;1
-1;3;-16;-19;13;22;9;5;1
-14;-23;-37;-109;-40;-39;-32;-19;1
-10;-5;12;-10;-39;-36;-20;-15;1
-4;-13;-10;-11;11;10;-3;0;1
4;0;8;-24;-15;1;0;4;1
16;30;81;102;27;1;13;16;1
-16;-14;-7;-51;-20;-15;-8;-13;1
-19;-24;-36;-77;-26;-29;-25;-19;1
12;-4;-42;-20;7;13;1;10;1
-6;-17;-27;-14;-6;0;3;3;1
14;27;28;44;5;-28;-3;7;1
-3;1;-6;-33;-6;-15;-5;-7;1
-8;-15;-11;-29;-19;-16;-4;-10;1
9;11;-2;7;16;11;0;1;1
-10;-10;-30;-79;-27;-24;-25;-15;1
2;0;14;22;1;7;1;5;1
-14;-12;-23;-63;-22;-27;-14;-12;1
-5;-8;-2;-12;-11;-17;-5;-7;1
-7;-11;-8;-50;-10;-12;-2;-4;1
11;22;2;39;34;29;8;7;1
25;24;51;101;26;5;9;27;1
10;6;-30;-13;4;-11;-3;6;1
-7;1;-7;8;4;-5;-6;-16;1
4;4;6;24;14;2;1;1;1
1;6;25;43;23;37;16;3;1
15;14;49;55;10;8;18;16;1
6;3;11;-6;-12;-29;-8;4;1
-2;0;0;-15;-1;14;-2;-2;1
1;3;17;47;4;-3;8;4;1
-3;-1;-9;-2;-4;-9;-13;-7;1
-3;-3;-8;-22;-2;13;1;1;1
-11;-15;-1;-20;-21;-13;-16;-15;1
-4;1;-15;-19;3;2;-6;-6;1
6;2;4;-24;-9;-3;13;10;1
2;4;-5;-9;-5;-39;-5;-1;1
-10;-19;-41;-67;-16;-12;-7;-10;1
1;-6;30;63;17;26;16;8;1
-1;10;-7;-14;1;-11;-3;-2;1
3;-3;-16;-17;2;14;-2;5;1
3;-4;8;2;-10;-20;-3;3;1
17;-1;-19;28;20;18;33;25;1
-15;-26;-14;-49;-9;26;6;-8;1
5;20;-1;39;-6;-15;-2;-1;1
1;1;-2;-20;-20;-25;0;-2;1
-10;-12;-12;-14;-14;-12;-10;-12;1
29;53;82;102;66;59;29;25;1
-7;-9;-1;-6;-12;-26;-9;-8;1
19;12;38;89;31;30;24;19;1
-1;9;-6;-6;-8;-10;2;-2;1
-1;-5;-21;-43;-8;13;-8;-7;1
4;6;3;18;18;46;17;5;1
-8;-15;-27;-45;-16;-33;-11;-8;1
-6;-5;4;0;-15;-8;-8;-5;1
-11;-15;1;-56;-36;-16;-15;-16;1
-3;-15;-24;-30;0;-26;7;4;1
1;4;-7;28;16;44;16;7;1
-12;-17;-8;-23;-28;-21;-24;-24;1
6;0;-7;-15;14;8;7;16;1
12;9;-5;7;-4;-10;11;14;1
-1;0;-15;-10;-2;-21;-14;-7;1
-1;-5;-1;3;-5;1;2;-3;1
-4;6;3;20;10;11;4;-1;1
7;3;0;17;3;15;7;9;1
-3;-2;-21;8;5;-11;2;0;1
4;6;13;12;0;22;8;4;1
-5;-9;2;-15;0;-2;-1;-1;1
11;11;7;27;-4;2;8;7;1
-1;-1;-5;-17;3;42;6;0;1
5;5;-16;-23;-5;-33;-12;-5;1
-12;-10;-5;-33;-5;-9;-16;-11;1
-2;-2;-6;-7;10;14;-5;-5;1
-6;-3;13;-4;-12;11;0;-5;1
2;-1;3;-1;6;-31;-20;-4;1
15;2;27;23;-20;-9;1;8;1
-12;-21;3;-12;-11;-19;-3;-6;1
-11;-7;-3;-26;-14;-1;-9;-10;1
18;24;8;15;0;-9;7;16;1
1;8;2;7;4;13;20;12;1
0;-9;5;0;10;11;7;5;0
-3;7;11;-4;-4;4;-4;-4;0
-5;-13;0;-4;1;-17;-17;-8;0
9;-17;6;11;4;6;-1;3;0
-6;11;3;-2;-1;-13;-4;-2;0
1;7;-3;-4;11;25;5;1;0
14;7;5;14;1;-18;2;10;0
-7;-8;0;-13;-23;-30;-9;-11;0
-1;2;-1;-8;-11;3;0;2;0
-1;2;3;-1;-3;-7;-4;-2;0
-1;-4;-13;2;-4;9;0;-3;0
1;6;3;10;12;6;6;4;0
-3;-1;17;-6;-11;-14;-1;1;0
-2;-2;-13;-6;-6;-4;-3;-2;0
-3;-2;20;-3;3;1;0;-1;0
3;0;22;-6;-1;2;1;2;0
-5;-6;-5;-1;0;-2;0;-4;0
-4;-4;5;3;3;6;2;-2;0
